,nombres,edades,generos,ciudades,hijos,mascotas
678,persona_678,40,M,Cota,1,3
679,persona_679,40,F,Zipaquirá,1,1
680,persona_680,33,M,Bogotá,3,3
681,persona_681,27,M,Cajicá,2,3
682,persona_682,39,F,Cajicá,1,0
683,persona_683,59,M,Chía,4,5
684,persona_684,55,M,Chía,0,4
685,persona_685,61,F,Cajicá,2,0
686,persona_686,35,F,Cajicá,1,5
687,persona_687,59,M,Zipaquirá,0,4
688,persona_688,47,F,Cota,2,5
689,persona_689,58,F,Chía,5,5
690,persona_690,69,M,Bogotá,4,3
691,persona_691,31,M,Cota,1,4
692,persona_692,27,M,Chía,2,0
693,persona_693,52,F,Chía,1,3
694,persona_694,50,M,Bogotá,3,3
695,persona_695,47,M,Cota,1,2
696,persona_696,57,M,Chía,1,2
697,persona_697,20,F,Cota,3,0
698,persona_698,70,M,Cota,5,0
699,persona_699,20,M,Bogotá,3,1
700,persona_700,35,M,Zipaquirá,1,2
701,persona_701,30,M,Cajicá,4,2
702,persona_702,43,M,Bogotá,4,5
703,persona_703,50,M,Bogotá,4,5
704,persona_704,50,M,Cajicá,3,2
705,persona_705,64,F,Bogotá,1,1
706,persona_706,57,F,Zipaquirá,4,1
707,persona_707,32,M,Cajicá,2,2
708,persona_708,55,F,Zipaquirá,2,4
709,persona_709,42,F,Zipaquirá,3,3
710,persona_710,48,M,Chía,3,2
711,persona_711,45,M,Bogotá,4,1
712,persona_712,47,M,Chía,2,2
713,persona_713,40,F,Cajicá,2,0
714,persona_714,34,M,Cota,2,3
715,persona_715,49,M,Cota,5,5
716,persona_716,42,F,Bogotá,5,3
717,persona_717,68,M,Zipaquirá,3,2
718,persona_718,42,F,Chía,4,2
719,persona_719,68,F,Chía,1,4
720,persona_720,45,F,Cajicá,1,3
721,persona_721,24,F,Cajicá,2,1
722,persona_722,48,M,Zipaquirá,5,1
723,persona_723,40,M,Zipaquirá,4,2
724,persona_724,67,M,Cajicá,1,5
725,persona_725,50,F,Zipaquirá,1,4
726,persona_726,65,M,Zipaquirá,3,3
727,persona_727,36,M,Cota,0,0
728,persona_728,42,M,Cajicá,4,1
729,persona_729,31,M,Zipaquirá,3,4
730,persona_730,55,F,Chía,0,5
731,persona_731,65,M,Chía,4,0
732,persona_732,61,M,Bogotá,0,0
733,persona_733,66,M,Zipaquirá,3,0
734,persona_734,30,F,Cota,0,5
735,persona_735,34,F,Cajicá,1,0
736,persona_736,25,F,Bogotá,2,4
737,persona_737,54,F,Zipaquirá,4,0
738,persona_738,30,M,Cajicá,0,5
739,persona_739,39,M,Zipaquirá,2,5
740,persona_740,61,F,Bogotá,1,2
741,persona_741,58,F,Cajicá,3,2
742,persona_742,63,M,Cota,0,3
743,persona_743,25,F,Bogotá,1,2
744,persona_744,46,F,Cota,0,2
745,persona_745,70,F,Cajicá,0,2
746,persona_746,39,M,Cota,0,0
747,persona_747,62,F,Cajicá,5,3
748,persona_748,53,M,Bogotá,0,1
749,persona_749,41,F,Bogotá,5,3
750,persona_750,34,F,Chía,2,3
751,persona_751,48,M,Chía,3,4
752,persona_752,25,F,Cota,1,1
753,persona_753,20,F,Cajicá,3,5
754,persona_754,38,M,Cajicá,3,3
755,persona_755,27,F,Cota,5,4
756,persona_756,40,F,Bogotá,4,0
757,persona_757,42,M,Cajicá,1,0
758,persona_758,29,M,Cota,1,5
759,persona_759,34,M,Zipaquirá,3,2
760,persona_760,44,M,Zipaquirá,1,2
761,persona_761,64,M,Zipaquirá,3,4
762,persona_762,39,F,Cajicá,1,2
763,persona_763,42,M,Chía,1,4
764,persona_764,38,F,Cajicá,4,0
765,persona_765,32,F,Cajicá,1,5
766,persona_766,47,M,Cajicá,5,2
767,persona_767,26,M,Zipaquirá,4,5
768,persona_768,70,F,Zipaquirá,1,4
769,persona_769,56,M,Cajicá,3,2
770,persona_770,25,M,Zipaquirá,4,3
771,persona_771,45,M,Cajicá,3,0
772,persona_772,68,M,Bogotá,2,1
773,persona_773,68,F,Cota,5,5
774,persona_774,25,F,Zipaquirá,3,3
775,persona_775,67,M,Bogotá,4,0
776,persona_776,53,F,Cota,4,1
777,persona_777,32,M,Cajicá,4,4
778,persona_778,30,M,Bogotá,3,4
779,persona_779,34,F,Cota,3,4
780,persona_780,21,M,Bogotá,2,1
781,persona_781,34,M,Cota,3,2
782,persona_782,31,F,Chía,0,3
783,persona_783,31,M,Chía,4,1
784,persona_784,23,M,Bogotá,5,2
785,persona_785,69,M,Cajicá,1,0
786,persona_786,63,F,Zipaquirá,2,5
787,persona_787,30,F,Cajicá,5,5
788,persona_788,58,M,Cota,1,4
789,persona_789,44,F,Cota,0,5
790,persona_790,52,M,Chía,5,4
791,persona_791,26,F,Chía,5,3
792,persona_792,24,F,Cajicá,2,2
793,persona_793,60,M,Zipaquirá,0,2
794,persona_794,44,M,Cota,5,5
795,persona_795,59,M,Chía,0,3
796,persona_796,64,F,Bogotá,5,2
797,persona_797,54,F,Bogotá,4,2
798,persona_798,56,M,Chía,4,2
799,persona_799,25,M,Cota,0,4
800,persona_800,52,F,Bogotá,2,0
801,persona_801,70,F,Cajicá,4,0
802,persona_802,45,M,Cajicá,0,5
803,persona_803,59,F,Zipaquirá,0,1
804,persona_804,26,F,Bogotá,1,2
805,persona_805,37,F,Cota,5,4
806,persona_806,38,F,Bogotá,3,1
807,persona_807,64,M,Bogotá,5,5
808,persona_808,39,M,Bogotá,4,3
809,persona_809,68,F,Cota,4,3
810,persona_810,27,M,Zipaquirá,1,1
811,persona_811,31,M,Chía,5,2
812,persona_812,40,M,Bogotá,4,5
813,persona_813,20,M,Cajicá,0,4
814,persona_814,58,F,Bogotá,5,0
815,persona_815,60,F,Chía,1,0
816,persona_816,36,M,Cota,4,5
817,persona_817,55,M,Cajicá,3,2
818,persona_818,54,F,Cajicá,4,4
819,persona_819,44,M,Bogotá,0,2
820,persona_820,40,F,Bogotá,0,4
821,persona_821,28,F,Cota,2,3
822,persona_822,65,F,Cota,5,5
823,persona_823,67,F,Bogotá,2,4
824,persona_824,54,F,Cota,2,0
825,persona_825,70,M,Cajicá,0,0
826,persona_826,50,M,Cota,5,5
827,persona_827,57,M,Zipaquirá,1,3
828,persona_828,41,M,Zipaquirá,4,2
829,persona_829,68,F,Cota,5,4
830,persona_830,68,F,Zipaquirá,0,1
831,persona_831,42,M,Chía,5,3
832,persona_832,68,M,Zipaquirá,1,1
833,persona_833,52,M,Chía,3,4
834,persona_834,41,M,Cajicá,0,0
835,persona_835,65,M,Bogotá,2,3
836,persona_836,66,F,Cota,5,1
837,persona_837,50,F,Cota,0,2
838,persona_838,66,F,Bogotá,0,4
839,persona_839,24,F,Cota,4,3
840,persona_840,62,F,Bogotá,4,1
841,persona_841,70,F,Chía,3,1
842,persona_842,43,F,Cota,4,5
843,persona_843,27,F,Chía,2,5
844,persona_844,56,F,Zipaquirá,1,4
845,persona_845,51,M,Chía,2,2
846,persona_846,44,F,Chía,4,1
847,persona_847,57,M,Cajicá,4,1
848,persona_848,30,M,Zipaquirá,0,1
849,persona_849,36,M,Cota,1,3
850,persona_850,30,F,Chía,2,5
851,persona_851,54,F,Zipaquirá,0,0
852,persona_852,49,M,Cota,1,3
853,persona_853,38,M,Chía,3,2
854,persona_854,62,M,Chía,1,3
855,persona_855,66,M,Cajicá,2,0
856,persona_856,53,M,Cajicá,1,4
857,persona_857,58,M,Cota,2,0
858,persona_858,39,F,Zipaquirá,4,1
859,persona_859,61,M,Cota,4,1
860,persona_860,28,F,Zipaquirá,5,5
861,persona_861,41,M,Chía,5,2
862,persona_862,49,F,Cajicá,1,2
863,persona_863,41,F,Cota,3,5
864,persona_864,41,F,Chía,4,3
865,persona_865,45,F,Cajicá,3,2
866,persona_866,29,M,Cajicá,1,0
867,persona_867,67,F,Cota,4,4
868,persona_868,52,F,Bogotá,1,2
869,persona_869,60,M,Cajicá,4,4
870,persona_870,59,M,Zipaquirá,5,4
871,persona_871,39,M,Cajicá,2,5
872,persona_872,34,F,Cota,5,4
873,persona_873,49,M,Cota,2,5
874,persona_874,63,M,Zipaquirá,3,4
875,persona_875,32,M,Cajicá,2,3
876,persona_876,20,F,Cajicá,3,3
877,persona_877,53,F,Chía,1,5
878,persona_878,48,M,Bogotá,0,5
879,persona_879,52,F,Bogotá,4,1
880,persona_880,45,F,Chía,2,1
881,persona_881,37,F,Cajicá,2,3
882,persona_882,63,M,Cajicá,2,0
883,persona_883,55,F,Bogotá,5,5
884,persona_884,45,M,Bogotá,2,1
885,persona_885,60,F,Cajicá,0,1
886,persona_886,26,M,Bogotá,5,4
887,persona_887,20,F,Bogotá,1,4
888,persona_888,31,F,Chía,4,1
889,persona_889,27,M,Zipaquirá,2,4
890,persona_890,37,F,Chía,4,1
891,persona_891,51,F,Cajicá,0,0
892,persona_892,40,M,Chía,0,1
893,persona_893,27,F,Zipaquirá,1,4
894,persona_894,69,M,Zipaquirá,0,4
895,persona_895,26,F,Bogotá,2,4
896,persona_896,66,M,Zipaquirá,0,3
897,persona_897,48,F,Chía,4,1
898,persona_898,60,M,Chía,1,4
899,persona_899,23,M,Chía,4,4
900,persona_900,45,F,Cajicá,5,3
901,persona_901,64,M,Cajicá,0,4
902,persona_902,44,M,Bogotá,5,5
903,persona_903,46,F,Chía,5,5
904,persona_904,23,F,Zipaquirá,1,5
905,persona_905,61,F,Cajicá,2,5
906,persona_906,46,M,Cota,4,0
907,persona_907,64,M,Bogotá,0,2
908,persona_908,24,F,Zipaquirá,2,0
909,persona_909,27,F,Chía,1,4
910,persona_910,28,F,Zipaquirá,0,0
911,persona_911,20,F,Bogotá,1,0
912,persona_912,35,M,Chía,0,3
913,persona_913,33,F,Chía,2,3
914,persona_914,39,F,Chía,3,1
915,persona_915,21,M,Cajicá,1,2
916,persona_916,24,M,Chía,2,5
917,persona_917,27,M,Bogotá,4,4
918,persona_918,40,M,Zipaquirá,2,0
919,persona_919,22,M,Bogotá,4,4
920,persona_920,55,M,Cajicá,4,1
921,persona_921,35,M,Cajicá,4,4
922,persona_922,56,M,Bogotá,3,0
923,persona_923,29,F,Chía,1,5
924,persona_924,23,M,Chía,5,5
925,persona_925,69,F,Zipaquirá,5,1
926,persona_926,58,F,Bogotá,4,5
927,persona_927,36,M,Bogotá,5,2
928,persona_928,67,M,Cota,3,0
929,persona_929,69,F,Chía,0,1
930,persona_930,26,M,Cota,2,2
931,persona_931,23,M,Zipaquirá,0,3
932,persona_932,29,F,Cota,3,2
933,persona_933,21,F,Cota,2,3
934,persona_934,29,M,Cajicá,4,4
935,persona_935,33,F,Cota,0,4
936,persona_936,47,M,Bogotá,0,0
937,persona_937,28,M,Bogotá,0,3
938,persona_938,69,F,Bogotá,2,0
939,persona_939,54,M,Chía,0,4
940,persona_940,34,M,Bogotá,3,0
941,persona_941,62,F,Cota,3,3
942,persona_942,66,M,Bogotá,1,1
943,persona_943,55,F,Cota,2,4
944,persona_944,55,M,Bogotá,2,4
945,persona_945,62,F,Chía,2,3
946,persona_946,52,M,Zipaquirá,3,3
947,persona_947,70,F,Cota,0,2
948,persona_948,22,F,Bogotá,5,0
949,persona_949,67,F,Cota,1,5
950,persona_950,29,F,Bogotá,3,0
951,persona_951,60,F,Chía,5,0
952,persona_952,36,F,Chía,3,2
953,persona_953,67,M,Cota,4,0
954,persona_954,20,F,Cota,3,5
955,persona_955,46,M,Cota,1,2
956,persona_956,68,M,Bogotá,0,5
957,persona_957,68,F,Cota,5,5
958,persona_958,21,F,Cajicá,0,0
959,persona_959,37,F,Zipaquirá,0,2
960,persona_960,60,F,Bogotá,1,1
961,persona_961,33,F,Cota,1,5
962,persona_962,34,F,Cota,5,1
963,persona_963,32,F,Chía,1,3
964,persona_964,45,F,Cota,4,5
965,persona_965,40,F,Cajicá,5,2
966,persona_966,60,M,Chía,5,5
967,persona_967,22,F,Cajicá,1,5
968,persona_968,21,F,Bogotá,1,0
969,persona_969,46,M,Chía,3,4
970,persona_970,68,M,Bogotá,4,4
971,persona_971,31,M,Bogotá,5,5
972,persona_972,21,M,Bogotá,5,1
973,persona_973,30,F,Cota,0,5
974,persona_974,51,F,Zipaquirá,5,2
975,persona_975,54,F,Zipaquirá,0,2
976,persona_976,49,F,Bogotá,4,2
977,persona_977,25,F,Cota,3,2
978,persona_978,45,F,Cota,5,0
979,persona_979,21,F,Cota,5,5
980,persona_980,49,F,Chía,4,2
981,persona_981,65,M,Chía,1,2
982,persona_982,29,M,Cajicá,3,1
983,persona_983,54,M,Bogotá,0,4
984,persona_984,42,F,Cota,3,4
985,persona_985,52,F,Cota,5,0
986,persona_986,50,F,Chía,1,5
987,persona_987,21,M,Cajicá,3,1
988,persona_988,65,M,Cota,2,2
989,persona_989,42,F,Chía,0,1
990,persona_990,41,F,Cota,1,3
991,persona_991,36,F,Cota,3,0
992,persona_992,43,M,Bogotá,0,1
993,persona_993,63,F,Zipaquirá,0,2
994,persona_994,57,M,Zipaquirá,2,4
995,persona_995,26,M,Cota,4,1
996,persona_996,34,F,Chía,2,0
997,persona_997,42,M,Cota,0,2
998,persona_998,20,F,Bogotá,0,4
999,persona_999,40,M,Chía,0,2
1000,persona_1000,25,M,Cajicá,4,2
1001,persona_1001,62,F,Chía,3,0
1002,persona_1002,31,F,Bogotá,5,4
1003,persona_1003,28,M,Zipaquirá,5,1
1004,persona_1004,49,F,Cota,5,4
1005,persona_1005,60,F,Bogotá,2,2
1006,persona_1006,27,M,Cajicá,0,5
1007,persona_1007,27,M,Zipaquirá,2,0
1008,persona_1008,29,M,Zipaquirá,2,1
1009,persona_1009,45,F,Cota,3,1
1010,persona_1010,50,F,Bogotá,3,0
1011,persona_1011,49,F,Cajicá,5,5
1012,persona_1012,21,M,Cota,3,3
1013,persona_1013,27,F,Cajicá,0,1
1014,persona_1014,28,F,Zipaquirá,1,1
1015,persona_1015,21,M,Cota,2,2
1016,persona_1016,32,F,Bogotá,2,0
1017,persona_1017,47,M,Chía,5,0
1018,persona_1018,52,M,Zipaquirá,4,4
1019,persona_1019,27,F,Cajicá,1,3
1020,persona_1020,70,F,Cajicá,3,0
1021,persona_1021,57,F,Chía,4,0
1022,persona_1022,55,M,Cajicá,5,2
1023,persona_1023,62,M,Zipaquirá,4,4
1024,persona_1024,70,F,Zipaquirá,3,1
1025,persona_1025,44,M,Bogotá,2,2
1026,persona_1026,40,F,Cota,2,3
1027,persona_1027,33,F,Chía,1,0
1028,persona_1028,29,F,Bogotá,1,0
1029,persona_1029,20,M,Zipaquirá,0,5
1030,persona_1030,57,F,Bogotá,4,0
1031,persona_1031,26,F,Chía,4,5
1032,persona_1032,54,M,Zipaquirá,0,0
1033,persona_1033,64,M,Bogotá,5,0
1034,persona_1034,47,F,Cajicá,3,0
1035,persona_1035,62,F,Cajicá,0,3
1036,persona_1036,43,M,Zipaquirá,5,0
1037,persona_1037,29,F,Chía,2,0
1038,persona_1038,66,M,Bogotá,0,3
1039,persona_1039,64,F,Cota,2,1
1040,persona_1040,65,M,Chía,4,3
1041,persona_1041,44,F,Bogotá,0,3
1042,persona_1042,33,F,Cajicá,1,0
1043,persona_1043,69,F,Chía,1,5
1044,persona_1044,41,M,Cajicá,5,0
1045,persona_1045,39,F,Bogotá,4,5
1046,persona_1046,25,M,Chía,5,3
1047,persona_1047,25,F,Cota,0,1
1048,persona_1048,55,M,Zipaquirá,2,1
1049,persona_1049,48,M,Cajicá,4,4
1050,persona_1050,46,F,Cajicá,1,0
1051,persona_1051,49,M,Cajicá,1,2
1052,persona_1052,61,M,Cota,3,3
1053,persona_1053,70,F,Zipaquirá,0,5
1054,persona_1054,53,F,Bogotá,5,0
1055,persona_1055,29,F,Zipaquirá,1,1
1056,persona_1056,30,M,Chía,0,2
1057,persona_1057,40,F,Cajicá,2,0
1058,persona_1058,58,M,Bogotá,5,0
1059,persona_1059,36,F,Chía,2,4
1060,persona_1060,43,F,Chía,0,3
1061,persona_1061,54,F,Zipaquirá,1,4
1062,persona_1062,56,F,Bogotá,3,3
1063,persona_1063,30,M,Cajicá,3,0
1064,persona_1064,65,F,Cajicá,2,1
1065,persona_1065,64,F,Bogotá,2,1
1066,persona_1066,38,F,Chía,3,2
1067,persona_1067,65,F,Chía,3,0
1068,persona_1068,37,F,Cajicá,4,2
1069,persona_1069,56,M,Bogotá,5,3
1070,persona_1070,70,F,Cota,1,5
1071,persona_1071,61,F,Chía,1,1
1072,persona_1072,21,M,Zipaquirá,4,3
1073,persona_1073,20,F,Cota,1,3
1074,persona_1074,31,M,Cota,4,2
1075,persona_1075,43,F,Cota,2,1
1076,persona_1076,60,F,Cota,5,0
1077,persona_1077,35,F,Cajicá,4,3
1078,persona_1078,65,F,Bogotá,1,3
1079,persona_1079,38,F,Cota,1,5
1080,persona_1080,30,F,Cota,3,5
1081,persona_1081,64,M,Chía,4,1
1082,persona_1082,67,F,Zipaquirá,2,4
1083,persona_1083,47,F,Cajicá,3,2
1084,persona_1084,53,F,Bogotá,0,1
1085,persona_1085,29,M,Bogotá,4,1
1086,persona_1086,24,M,Cajicá,3,3
1087,persona_1087,39,M,Chía,0,2
1088,persona_1088,70,M,Chía,2,1
1089,persona_1089,35,F,Chía,2,4
1090,persona_1090,41,F,Cajicá,5,5
1091,persona_1091,36,F,Zipaquirá,2,3
1092,persona_1092,52,M,Zipaquirá,1,4
1093,persona_1093,37,M,Zipaquirá,5,2
1094,persona_1094,54,F,Cajicá,4,1
1095,persona_1095,65,M,Cajicá,1,1
1096,persona_1096,66,F,Bogotá,5,1
1097,persona_1097,47,F,Cajicá,0,2
1098,persona_1098,47,F,Zipaquirá,5,1
1099,persona_1099,34,M,Cota,0,5
1100,persona_1100,39,M,Bogotá,1,0
1101,persona_1101,53,F,Chía,4,2
1102,persona_1102,64,F,Chía,4,4
1103,persona_1103,26,F,Zipaquirá,3,1
1104,persona_1104,58,F,Cajicá,5,2
1105,persona_1105,25,M,Cajicá,0,0
1106,persona_1106,24,F,Cota,4,5
1107,persona_1107,49,F,Cota,2,1
1108,persona_1108,41,F,Bogotá,2,2
1109,persona_1109,39,M,Cajicá,4,5
1110,persona_1110,44,F,Cota,1,2
1111,persona_1111,61,M,Chía,2,4
1112,persona_1112,48,M,Cajicá,4,3
1113,persona_1113,68,F,Cajicá,1,0
1114,persona_1114,36,M,Zipaquirá,1,5
1115,persona_1115,32,M,Bogotá,3,5
1116,persona_1116,53,M,Chía,4,0
1117,persona_1117,32,F,Cajicá,0,4
1118,persona_1118,22,F,Bogotá,3,0
1119,persona_1119,24,M,Cajicá,1,1
1120,persona_1120,42,F,Cajicá,1,5
1121,persona_1121,21,F,Zipaquirá,2,0
1122,persona_1122,40,F,Zipaquirá,5,1
1123,persona_1123,24,F,Cajicá,2,5
1124,persona_1124,63,M,Chía,1,3
1125,persona_1125,39,M,Bogotá,5,5
1126,persona_1126,28,F,Chía,4,2
1127,persona_1127,70,M,Zipaquirá,0,3
1128,persona_1128,32,M,Chía,2,3
1129,persona_1129,28,M,Zipaquirá,5,1
1130,persona_1130,23,M,Cota,1,5
1131,persona_1131,27,M,Cota,1,5
1132,persona_1132,39,M,Chía,4,1
1133,persona_1133,70,M,Chía,5,1
1134,persona_1134,45,F,Cajicá,5,0
1135,persona_1135,47,F,Cota,4,0
1136,persona_1136,47,M,Chía,0,3
1137,persona_1137,49,M,Chía,4,5
1138,persona_1138,67,F,Chía,0,5
1139,persona_1139,66,F,Zipaquirá,2,4
1140,persona_1140,55,M,Chía,4,2
1141,persona_1141,58,M,Bogotá,1,2
1142,persona_1142,54,F,Zipaquirá,3,2
1143,persona_1143,35,F,Bogotá,3,0
1144,persona_1144,60,M,Bogotá,1,2
1145,persona_1145,54,M,Zipaquirá,0,0
1146,persona_1146,68,M,Zipaquirá,1,0
1147,persona_1147,38,M,Bogotá,0,4
1148,persona_1148,45,M,Zipaquirá,4,0
1149,persona_1149,54,F,Cota,5,4
1150,persona_1150,26,F,Chía,2,3
1151,persona_1151,24,M,Chía,2,2
1152,persona_1152,37,F,Cajicá,2,2
1153,persona_1153,22,F,Zipaquirá,2,5
1154,persona_1154,40,F,Bogotá,4,5
1155,persona_1155,68,M,Cota,2,2
1156,persona_1156,50,M,Zipaquirá,4,5
1157,persona_1157,43,F,Cota,3,5
1158,persona_1158,40,M,Bogotá,0,3
1159,persona_1159,27,F,Bogotá,2,1
1160,persona_1160,20,M,Bogotá,0,5
1161,persona_1161,62,F,Cajicá,5,4
1162,persona_1162,56,M,Cota,1,0
1163,persona_1163,30,F,Cota,0,4
1164,persona_1164,64,F,Bogotá,1,3
1165,persona_1165,21,F,Chía,5,0
1166,persona_1166,33,M,Bogotá,1,1
1167,persona_1167,26,M,Cajicá,0,1
1168,persona_1168,55,M,Cajicá,0,4
1169,persona_1169,24,M,Bogotá,0,5
1170,persona_1170,31,M,Cajicá,0,1
1171,persona_1171,23,M,Chía,4,2
1172,persona_1172,23,F,Cajicá,2,0
1173,persona_1173,64,M,Chía,2,5
1174,persona_1174,47,M,Cota,3,3
1175,persona_1175,36,F,Zipaquirá,1,0
1176,persona_1176,40,M,Zipaquirá,4,2
1177,persona_1177,39,M,Cajicá,5,2
1178,persona_1178,59,M,Cajicá,1,1
1179,persona_1179,53,F,Zipaquirá,4,3
1180,persona_1180,58,M,Chía,0,5
1181,persona_1181,68,F,Chía,5,2
1182,persona_1182,20,F,Bogotá,5,5
1183,persona_1183,57,M,Zipaquirá,2,2
1184,persona_1184,35,F,Cajicá,5,1
1185,persona_1185,37,F,Cajicá,0,2
1186,persona_1186,62,F,Chía,3,4
1187,persona_1187,31,M,Bogotá,4,0
1188,persona_1188,46,M,Cajicá,5,0
1189,persona_1189,34,F,Zipaquirá,2,0
1190,persona_1190,60,M,Chía,2,2
1191,persona_1191,21,F,Bogotá,1,3
1192,persona_1192,55,M,Chía,2,2
1193,persona_1193,30,M,Cota,2,4
1194,persona_1194,60,F,Chía,2,1
1195,persona_1195,58,F,Chía,0,5
1196,persona_1196,47,M,Zipaquirá,5,2
1197,persona_1197,50,M,Zipaquirá,2,5
1198,persona_1198,44,F,Zipaquirá,3,2
1199,persona_1199,57,M,Bogotá,3,0
1200,persona_1200,42,F,Chía,5,0
1201,persona_1201,65,M,Chía,5,2
1202,persona_1202,36,M,Cajicá,3,0
1203,persona_1203,37,M,Cota,0,3
1204,persona_1204,65,F,Cajicá,0,0
1205,persona_1205,26,F,Cota,5,3
1206,persona_1206,28,M,Cota,0,1
1207,persona_1207,63,M,Cota,4,4
1208,persona_1208,51,F,Cota,0,5
1209,persona_1209,56,M,Zipaquirá,5,1
1210,persona_1210,33,M,Chía,0,3
1211,persona_1211,52,M,Zipaquirá,5,2
1212,persona_1212,42,M,Bogotá,5,5
1213,persona_1213,66,M,Chía,3,1
1214,persona_1214,41,M,Zipaquirá,1,0
1215,persona_1215,47,F,Bogotá,3,3
1216,persona_1216,65,M,Zipaquirá,4,4
1217,persona_1217,42,M,Zipaquirá,1,3
1218,persona_1218,55,M,Chía,2,1
1219,persona_1219,44,M,Cajicá,2,1
1220,persona_1220,40,M,Bogotá,2,4
1221,persona_1221,22,F,Zipaquirá,5,4
1222,persona_1222,25,M,Chía,0,0
1223,persona_1223,68,F,Chía,3,2
1224,persona_1224,60,M,Zipaquirá,4,0
1225,persona_1225,44,M,Bogotá,2,2
1226,persona_1226,30,F,Cota,1,2
1227,persona_1227,28,M,Bogotá,1,5
1228,persona_1228,51,F,Cota,2,1
1229,persona_1229,53,M,Chía,5,5
1230,persona_1230,57,F,Zipaquirá,2,5
1231,persona_1231,22,F,Chía,0,4
1232,persona_1232,20,M,Bogotá,5,0
1233,persona_1233,22,M,Cota,2,1
1234,persona_1234,39,M,Chía,4,0
1235,persona_1235,63,F,Cota,2,4
1236,persona_1236,34,F,Bogotá,4,3
1237,persona_1237,28,M,Cajicá,4,2
1238,persona_1238,62,M,Zipaquirá,4,5
1239,persona_1239,28,F,Chía,0,5
1240,persona_1240,41,M,Cajicá,4,0
1241,persona_1241,38,M,Chía,4,5
1242,persona_1242,30,M,Zipaquirá,2,3
1243,persona_1243,47,M,Cajicá,0,2
1244,persona_1244,34,F,Chía,5,1
1245,persona_1245,69,M,Cajicá,3,0
1246,persona_1246,70,M,Cajicá,0,0
1247,persona_1247,33,M,Chía,1,5
1248,persona_1248,32,M,Bogotá,1,3
1249,persona_1249,35,M,Bogotá,3,5
1250,persona_1250,36,M,Bogotá,2,1
1251,persona_1251,32,M,Cajicá,5,5
1252,persona_1252,23,F,Cota,1,3
1253,persona_1253,39,F,Chía,4,1
1254,persona_1254,27,M,Zipaquirá,0,3
1255,persona_1255,61,F,Bogotá,0,4
1256,persona_1256,48,M,Chía,4,0
1257,persona_1257,30,F,Chía,4,3
1258,persona_1258,35,M,Chía,1,0
1259,persona_1259,22,M,Chía,4,2
1260,persona_1260,56,M,Cota,3,2
1261,persona_1261,59,F,Chía,4,1
1262,persona_1262,57,M,Cajicá,1,5
1263,persona_1263,38,M,Cajicá,2,0
1264,persona_1264,40,F,Cajicá,4,2
1265,persona_1265,49,M,Cota,1,1
1266,persona_1266,58,F,Cajicá,4,0
1267,persona_1267,25,M,Cota,5,3
1268,persona_1268,41,M,Bogotá,2,4
1269,persona_1269,68,M,Cajicá,2,2
1270,persona_1270,63,F,Cajicá,0,3
1271,persona_1271,50,F,Chía,4,0
1272,persona_1272,42,F,Bogotá,5,3
1273,persona_1273,29,F,Zipaquirá,0,3
1274,persona_1274,26,M,Chía,5,3
1275,persona_1275,55,F,Zipaquirá,5,3
1276,persona_1276,61,M,Chía,3,0
1277,persona_1277,32,M,Zipaquirá,1,0
1278,persona_1278,29,M,Chía,4,5
1279,persona_1279,64,M,Cota,5,4
1280,persona_1280,40,F,Bogotá,2,3
1281,persona_1281,21,F,Chía,0,1
1282,persona_1282,66,M,Cajicá,1,3
1283,persona_1283,60,M,Cota,1,4
1284,persona_1284,49,M,Zipaquirá,2,1
1285,persona_1285,50,F,Chía,4,4
1286,persona_1286,23,M,Chía,5,4
1287,persona_1287,46,M,Bogotá,3,1
1288,persona_1288,66,M,Chía,4,1
1289,persona_1289,59,M,Cota,4,1
1290,persona_1290,60,M,Chía,1,4
1291,persona_1291,30,F,Cota,0,5
1292,persona_1292,25,M,Zipaquirá,0,3
1293,persona_1293,53,F,Zipaquirá,5,2
1294,persona_1294,44,M,Chía,4,0
1295,persona_1295,48,F,Cajicá,2,0
1296,persona_1296,68,M,Chía,5,5
1297,persona_1297,63,M,Cota,0,3
1298,persona_1298,51,M,Bogotá,1,3
1299,persona_1299,39,F,Cajicá,1,0
1300,persona_1300,68,F,Cajicá,1,5
1301,persona_1301,36,F,Cota,4,1
1302,persona_1302,30,M,Cajicá,1,3
1303,persona_1303,67,M,Bogotá,0,0
1304,persona_1304,22,M,Cajicá,3,4
1305,persona_1305,50,M,Chía,5,0
1306,persona_1306,49,M,Zipaquirá,3,1
1307,persona_1307,30,F,Cota,4,2
1308,persona_1308,58,M,Cajicá,1,4
1309,persona_1309,30,F,Bogotá,4,4
1310,persona_1310,43,F,Cajicá,0,3
1311,persona_1311,25,M,Cajicá,1,2
1312,persona_1312,70,M,Chía,4,5
1313,persona_1313,20,M,Bogotá,2,1
1314,persona_1314,33,M,Chía,1,4
1315,persona_1315,31,F,Chía,3,5
1316,persona_1316,25,F,Cota,1,0
1317,persona_1317,42,F,Bogotá,2,0
1318,persona_1318,57,F,Bogotá,4,0
1319,persona_1319,37,F,Zipaquirá,5,1
1320,persona_1320,69,F,Cajicá,1,5
1321,persona_1321,43,M,Chía,0,2
1322,persona_1322,63,M,Cota,5,1
1323,persona_1323,35,F,Cota,5,3
1324,persona_1324,48,F,Zipaquirá,2,3
1325,persona_1325,53,M,Zipaquirá,4,1
